Run	Assay Type	AssemblyName	AvgSpotLen	Bases	BioProject	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	ENA-FIRST-PUBLIC (run)	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE (run)	ENA-LAST-UPDATE	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	population	ReleaseDate	create_date	version	Sample Name	SRA Study	Super_Population_Code	common_name	external_id	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	Sample_name	Scientific_Name	Submitter_Id
ERR3989269	WGS	JTFH01	300	108817938000	PRJEB36890	SAMEA6604081	10322971571	NYGC	public	run.zq,sra	ncbi,s3,gs	s3.us-east-1,ncbi.public,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991134	Illumina NovaSeq 6000	NA07022	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T14:35:00Z	1	NA07022	ERP120144	EUR									
ERR3989270	WGS	JTFH01	300	112160287500	PRJEB36890	SAMEA6604082	10776285605	NYGC	public	run.zq,cram,sra	ncbi,gs,s3	ncbi.public,gs.us-east1,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991135	Illumina NovaSeq 6000	NA07029	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T18:37:00Z	1	NA07029	ERP120144	EUR									
ERR3989271	WGS	JTFH01	300	111096270600	PRJEB36890	SAMEA6604083	10326685325	NYGC	public	sra,run.zq,cram	gs,s3,ncbi	s3.us-east-1,ncbi.public,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991136	Illumina NovaSeq 6000	NA07031	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T07:28:00Z	1	NA07031	ERP120144	EUR									
ERR3989272	WGS	JTFH01	300	104439972300	PRJEB36890	SAMEA6604084	10106492697	NYGC	public	cram,run.zq,sra	gs,ncbi,s3	s3.us-east-1,gs.us-east1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991137	Illumina NovaSeq 6000	NA07034	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T10:17:00Z	1	NA07034	ERP120144	EUR									
ERR3989273	WGS	JTFH01	300	116727001800	PRJEB36890	SAMEA6604085	10938198977	NYGC	public	run.zq,sra	gs,s3,ncbi	ncbi.public,s3.us-east-1,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991138	Illumina NovaSeq 6000	NA07045	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T15:57:00Z	1	NA07045	ERP120144	EUR									
ERR3989274	WGS	JTFH01	300	104268783300	PRJEB36890	SAMEA6604086	10008242691	NYGC	public	sra,run.zq,cram	ncbi,gs,s3	gs.us-east1,ncbi.public,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991139	Illumina NovaSeq 6000	NA07055	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T08:58:00Z	1	NA07055	ERP120144	EUR									
ERR3989275	WGS	JTFH01	300	101281223100	PRJEB36890	SAMEA6604087	9713156656	NYGC	public	run.zq,cram,sra	s3,ncbi,gs	s3.us-east-1,ncbi.public,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991140	Illumina NovaSeq 6000	NA07345	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T17:27:00Z	1	NA07345	ERP120144	EUR									
ERR3989276	WGS	JTFH01	300	114883210500	PRJEB36890	SAMEA6604088	10510240469	NYGC	public	cram,run.zq,sra	gs,s3,ncbi	gs.us-east1,ncbi.public,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991141	Illumina NovaSeq 6000	NA07346	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T11:41:00Z	1	NA07346	ERP120144	EUR									
ERR3989277	WGS	JTFH01	300	109542789000	PRJEB36890	SAMEA6604089	10015752838	NYGC	public	run.zq,cram,sra	s3,gs,ncbi	gs.us-east1,ncbi.public,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991142	Illumina NovaSeq 6000	NA07348	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T05:30:00Z	1	NA07348	ERP120144	EUR									
ERR3989278	WGS	JTFH01	300	102648607800	PRJEB36890	SAMEA6604090	11060499969	NYGC	public	cram,run.zq,sra	s3,gs,ncbi	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991143	Illumina NovaSeq 6000	NA07349	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-29T18:11:00Z	1	NA07349	ERP120144	EUR									
ERR3989279	WGS	JTFH01	300	115941913200	PRJEB36890	SAMEA6604091	10627367897	NYGC	public	cram,run.zq,sra	gs,s3,ncbi	s3.us-east-1,ncbi.public,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991144	Illumina NovaSeq 6000	NA07435	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T09:58:00Z	1	NA07435	ERP120144	EUR									
ERR3989280	WGS	JTFH01	300	102680355600	PRJEB36890	SAMEA6604092	9721091671	NYGC	public	cram,sra,run.zq	s3,gs,ncbi	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991145	Illumina NovaSeq 6000	NA10830	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T09:58:00Z	1	NA10830	ERP120144	EUR									
ERR3989281	WGS	JTFH01	300	119693504100	PRJEB36890	SAMEA6604093	12183549618	NYGC	public	cram,run.zq,sra	gs,s3,ncbi	s3.us-east-1,gs.us-east1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991146	Illumina NovaSeq 6000	NA10831	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-30T06:13:00Z	1	NA10831	ERP120144	EUR									
ERR3989282	WGS	JTFH01	300	99625427700	PRJEB36890	SAMEA6604094	9761585182	NYGC	public	sra,run.zq	ncbi,gs,s3	ncbi.public,s3.us-east-1,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991147	Illumina NovaSeq 6000	NA10835	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T16:43:00Z	1	NA10835	ERP120144	EUR									
ERR3989283	WGS	JTFH01	300	113134086900	PRJEB36890	SAMEA6604095	10256614369	NYGC	public	cram,run.zq,sra	ncbi,gs,s3	s3.us-east-1,ncbi.public,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991148	Illumina NovaSeq 6000	NA10836	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T11:53:00Z	1	NA10836	ERP120144	EUR									
ERR3989284	WGS	JTFH01	300	114865018500	PRJEB36890	SAMEA6604096	10374866370	NYGC	public	run.zq,cram,sra	gs,ncbi,s3	s3.us-east-1,ncbi.public,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991149	Illumina NovaSeq 6000	NA10837	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T19:05:00Z	1	NA10837	ERP120144	EUR									
ERR3989285	WGS	JTFH01	300	110094925500	PRJEB36890	SAMEA6604097	10831573645	NYGC	public	sra,run.zq,cram	s3,gs,ncbi	s3.us-east-1,ncbi.public,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991150	Illumina NovaSeq 6000	NA10838	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T09:19:00Z	1	NA10838	ERP120144	EUR									
ERR3989286	WGS	JTFH01	300	118275608400	PRJEB36890	SAMEA6604098	10643959946	NYGC	public	run.zq,cram,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991151	Illumina NovaSeq 6000	NA10839	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T21:47:00Z	1	NA10839	ERP120144	EUR									
ERR3989287	WGS	JTFH01	300	99563205000	PRJEB36890	SAMEA6604099	9478716982	NYGC	public	run.zq,cram,sra	gs,s3,ncbi	ncbi.public,gs.us-east1,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991152	Illumina NovaSeq 6000	NA10840	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T09:57:00Z	1	NA10840	ERP120144	EUR									
ERR3989288	WGS	JTFH01	300	107740964400	PRJEB36890	SAMEA6604100	10643916393	NYGC	public	run.zq,cram,sra	ncbi,s3,gs	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991153	Illumina NovaSeq 6000	NA10842	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T11:26:00Z	1	NA10842	ERP120144	EUR									
ERR3989289	WGS	JTFH01	300	114894760800	PRJEB36890	SAMEA6604101	11203621369	NYGC	public	sra,cram,run.zq	gs,s3,ncbi	s3.us-east-1,gs.us-east1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991154	Illumina NovaSeq 6000	NA10843	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T13:38:00Z	1	NA10843	ERP120144	EUR									
ERR3989290	WGS	JTFH01	300	113117358000	PRJEB36890	SAMEA6604102	10558673494	NYGC	public	run.zq,sra,cram	s3,ncbi,gs	s3.us-east-1,ncbi.public,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991155	Illumina NovaSeq 6000	NA10845	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T07:31:00Z	1	NA10845	ERP120144	EUR									
ERR3989291	WGS	JTFH01	300	112795160100	PRJEB36890	SAMEA6604103	11446672668	NYGC	public	cram,sra,run.zq	gs,ncbi,s3	s3.us-east-1,gs.us-east1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991156	Illumina NovaSeq 6000	NA10846	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T18:01:00Z	1	NA10846	ERP120144	EUR									
ERR3989292	WGS	JTFH01	300	116181146100	PRJEB36890	SAMEA6604104	10716739805	NYGC	public	cram,run.zq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991157	Illumina NovaSeq 6000	NA10852	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T17:58:00Z	1	NA10852	ERP120144	EUR									
ERR3989293	WGS	JTFH01	300	116225695500	PRJEB36890	SAMEA6604105	10475637581	NYGC	public	run.zq,cram,sra	ncbi,gs,s3	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991158	Illumina NovaSeq 6000	NA10854	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T10:17:00Z	1	NA10854	ERP120144	EUR									
ERR3989294	WGS	JTFH01	300	115216775700	PRJEB36890	SAMEA6604106	10387082004	NYGC	public	sra,cram,run.zq	s3,gs,ncbi	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991159	Illumina NovaSeq 6000	NA10855	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T08:25:00Z	1	NA10855	ERP120144	EUR									
ERR3989295	WGS	JTFH01	300	110321672100	PRJEB36890	SAMEA6604107	10461208710	NYGC	public	sra,cram,run.zq	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991160	Illumina NovaSeq 6000	NA10856	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T07:10:00Z	1	NA10856	ERP120144	EUR									
ERR3989296	WGS	JTFH01	300	120695601000	PRJEB36890	SAMEA6604108	11299843827	NYGC	public	run.zq,sra,cram	ncbi,gs,s3	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991161	Illumina NovaSeq 6000	NA10857	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T08:25:00Z	1	NA10857	ERP120144	EUR									
ERR3989297	WGS	JTFH01	300	113653992300	PRJEB36890	SAMEA6604109	10935342718	NYGC	public	sra,run.zq,cram	s3,ncbi,gs	ncbi.public,gs.us-east1,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991162	Illumina NovaSeq 6000	NA10859	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T18:25:00Z	1	NA10859	ERP120144	EUR									
ERR3989298	WGS	JTFH01	300	112056238800	PRJEB36890	SAMEA6604110	10698240841	NYGC	public	cram,sra,run.zq	s3,gs,ncbi	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991163	Illumina NovaSeq 6000	NA10860	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T10:25:00Z	1	NA10860	ERP120144	EUR									
ERR3989299	WGS	JTFH01	300	111289424700	PRJEB36890	SAMEA6604111	10426189765	NYGC	public	run.zq,sra,cram	gs,ncbi,s3	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991164	Illumina NovaSeq 6000	NA10861	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T05:39:00Z	1	NA10861	ERP120144	EUR									
ERR3989300	WGS	JTFH01	300	109190102100	PRJEB36890	SAMEA6604112	11309931971	NYGC	public	cram,sra,run.zq	ncbi,gs,s3	gs.us-east1,ncbi.public,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991165	Illumina NovaSeq 6000	NA10863	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T07:10:00Z	1	NA10863	ERP120144	EUR									
ERR3989301	WGS	JTFH01	300	112004895900	PRJEB36890	SAMEA6604113	9962370603	NYGC	public	run.zq,sra	s3,gs,ncbi	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991166	Illumina NovaSeq 6000	NA10864	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T12:40:00Z	1	NA10864	ERP120144	EUR									
ERR3989302	WGS	JTFH01	300	114357861900	PRJEB36890	SAMEA6604114	10238271854	NYGC	public	sra,cram,run.zq	ncbi,s3,gs	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991167	Illumina NovaSeq 6000	NA10865	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T13:44:00Z	1	NA10865	ERP120144	EUR									
ERR3989303	WGS	JTFH01	300	109820141100	PRJEB36890	SAMEA6604115	11225834550	NYGC	public	sra,cram,run.zq	gs,s3,ncbi	s3.us-east-1,ncbi.public,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991168	Illumina NovaSeq 6000	NA11839	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T12:30:00Z	1	NA11839	ERP120144	EUR									
ERR3989304	WGS	JTFH01	300	110401425000	PRJEB36890	SAMEA6604116	12071175942	NYGC	public	run.zq,cram,sra	ncbi,gs,s3	gs.us-east1,ncbi.public,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991169	Illumina NovaSeq 6000	NA11882	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T19:39:00Z	1	NA11882	ERP120144	EUR									
ERR3989305	WGS	JTFH01	300	111758775600	PRJEB36890	SAMEA6604117	10532674057	NYGC	public	run.zq,cram,sra	s3,ncbi,gs	s3.us-east-1,ncbi.public,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991170	Illumina NovaSeq 6000	NA11891	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T09:09:00Z	1	NA11891	ERP120144	EUR									
ERR3989306	WGS	JTFH01	300	112234540500	PRJEB36890	SAMEA6604118	10858721249	NYGC	public	run.zq,sra,cram	s3,gs,ncbi	s3.us-east-1,ncbi.public,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991171	Illumina NovaSeq 6000	NA11917	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T08:08:00Z	1	NA11917	ERP120144	EUR									
ERR3989307	WGS	JTFH01	300	112861560900	PRJEB36890	SAMEA6604119	10827961029	NYGC	public	sra,cram,run.zq	gs,ncbi,s3	ncbi.public,s3.us-east-1,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991172	Illumina NovaSeq 6000	NA11993	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T09:25:00Z	1	NA11993	ERP120144	EUR									
ERR3989308	WGS	JTFH01	300	105487795500	PRJEB36890	SAMEA6604120	10226874167	NYGC	public	cram,run.zq,sra	gs,s3,ncbi	ncbi.public,s3.us-east-1,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991173	Illumina NovaSeq 6000	NA12056	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T12:14:00Z	1	NA12056	ERP120144	EUR									
ERR3989309	WGS	JTFH01	300	117411159600	PRJEB36890	SAMEA6604121	10571155839	NYGC	public	sra,run.zq,cram	s3,ncbi,gs	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991174	Illumina NovaSeq 6000	NA12057	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T10:47:00Z	1	NA12057	ERP120144	EUR									
ERR3989310	WGS	JTFH01	300	108866682300	PRJEB36890	SAMEA6604122	10921726542	NYGC	public	cram,sra,run.zq	ncbi,s3,gs	s3.us-east-1,gs.us-east1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991175	Illumina NovaSeq 6000	NA12145	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T10:59:00Z	1	NA12145	ERP120144	EUR									
ERR3989311	WGS	JTFH01	300	114616500600	PRJEB36890	SAMEA6604123	10528342617	NYGC	public	sra,run.zq,cram	ncbi,s3,gs	s3.us-east-1,gs.us-east1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991176	Illumina NovaSeq 6000	NA12146	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-30T06:05:00Z	1	NA12146	ERP120144	EUR									
ERR3989312	WGS	JTFH01	300	111772019100	PRJEB36890	SAMEA6604124	10203540846	NYGC	public	cram,run.zq,sra	gs,ncbi,s3	s3.us-east-1,gs.us-east1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991177	Illumina NovaSeq 6000	NA12236	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-27T05:31:00Z	1	NA12236	ERP120144	EUR									
ERR3989313	WGS	JTFH01	300	107669161200	PRJEB36890	SAMEA6604125	10167804660	NYGC	public	sra,run.zq,cram	gs,s3,ncbi	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991178	Illumina NovaSeq 6000	NA12239	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T21:13:00Z	1	NA12239	ERP120144	EUR									
ERR3989314	WGS	JTFH01	300	109244849100	PRJEB36890	SAMEA6604126	11176842245	NYGC	public	sra,run.zq	ncbi,s3,gs	s3.us-east-1,gs.us-east1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991179	Illumina NovaSeq 6000	NA12248	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T14:35:00Z	1	NA12248	ERP120144	EUR									
ERR3989315	WGS	JTFH01	300	111270020400	PRJEB36890	SAMEA6604127	10458067442	NYGC	public	run.zq,cram,sra	s3,gs,ncbi	ncbi.public,s3.us-east-1,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991180	Illumina NovaSeq 6000	NA12264	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T08:49:00Z	1	NA12264	ERP120144	EUR									
ERR3989316	WGS	JTFH01	300	108126399900	PRJEB36890	SAMEA6604128	10775649069	NYGC	public	run.zq,sra,cram	gs,s3,ncbi	ncbi.public,gs.us-east1,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991181	Illumina NovaSeq 6000	NA12274	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T14:08:00Z	1	NA12274	ERP120144	EUR									
ERR3989317	WGS	JTFH01	300	111760477200	PRJEB36890	SAMEA6604129	10747774449	NYGC	public	cram,run.zq,sra	ncbi,s3,gs	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991182	Illumina NovaSeq 6000	NA12329	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-29T18:30:00Z	1	NA12329	ERP120144	EUR									
ERR3989318	WGS	JTFH01	300	112535403900	PRJEB36890	SAMEA6604130	10040488005	NYGC	public	run.zq,cram,sra	ncbi,s3,gs	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991183	Illumina NovaSeq 6000	NA12335	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T07:20:00Z	1	NA12335	ERP120144	EUR									
ERR3989319	WGS	JTFH01	300	117026818200	PRJEB36890	SAMEA6604131	10757106721	NYGC	public	sra,cram,run.zq	gs,s3,ncbi	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991184	Illumina NovaSeq 6000	NA12336	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T08:51:00Z	1	NA12336	ERP120144	EUR									
ERR3989320	WGS	JTFH01	300	113089756200	PRJEB36890	SAMEA6604132	12385769830	NYGC	public	sra,run.zq	gs,ncbi,s3	ncbi.public,gs.us-east1,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991185	Illumina NovaSeq 6000	NA12343	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T11:42:00Z	1	NA12343	ERP120144	EUR									
ERR3989321	WGS	JTFH01	300	104239861800	PRJEB36890	SAMEA6604133	9973293398	NYGC	public	sra,run.zq,cram	s3,gs,ncbi	ncbi.public,gs.us-east1,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991186	Illumina NovaSeq 6000	NA12344	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T11:17:00Z	1	NA12344	ERP120144	EUR									
ERR3989322	WGS	JTFH01	300	111846730500	PRJEB36890	SAMEA6604134	10548362738	NYGC	public	cram,run.zq,sra	s3,gs,ncbi	ncbi.public,gs.us-east1,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991187	Illumina NovaSeq 6000	NA12376	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T06:31:00Z	1	NA12376	ERP120144	EUR									
ERR3989323	WGS	JTFH01	300	112587814800	PRJEB36890	SAMEA6604135	10545776108	NYGC	public	run.zq,cram,sra	s3,ncbi,gs	ncbi.public,s3.us-east-1,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991188	Illumina NovaSeq 6000	NA12386	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T10:11:00Z	1	NA12386	ERP120144	EUR									
ERR3989324	WGS	JTFH01	300	104953529100	PRJEB36890	SAMEA6604136	9457446367	NYGC	public	sra,cram,run.zq	gs,s3,ncbi	ncbi.public,gs.us-east1,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991189	Illumina NovaSeq 6000	NA12485	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T14:07:00Z	1	NA12485	ERP120144	EUR									
ERR3989325	WGS	JTFH01	300	115295140200	PRJEB36890	SAMEA6604137	10885972251	NYGC	public	cram,sra,run.zq	gs,ncbi,s3	s3.us-east-1,gs.us-east1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3991190	Illumina NovaSeq 6000	NA12707	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CEU	2020-04-24T00:00:00Z	2020-04-26T06:09:00Z	1	NA12707	ERP120144	EUR									
